shuffle_id,max_real_part,total_entropy,total_heat,total_work,total_internal
1,-4.929561171738897,21.64865739522224,-10.82432869761112,-10.82432869761112,-.5447031714567174E-15
2,-4.299010280607035,21.66194095601803,-10.83097047800901,-10.83097047800906,.4996393923595299E-13
3,-5.816257648020837,21.66987459708001,-10.83493729854000,-10.83493729854007,.7387666867142428E-13
4,-4.668550516074902,21.59651679763874,-10.79825839881937,-10.79825839881940,.2618998767855985E-13
5,-4.381847314085462,21.77398228428254,-10.88699114214127,-10.88699114214156,.2850454247638190E-12
6,-5.579232209434849,21.59528589323344,-10.79764294661672,-10.79764294661678,.5813535416954174E-13
7,-5.561532146130048,21.69182203329779,-10.84591101664889,-10.84591101664896,.6097249441450181E-13
8,-5.854670000589977,21.61141384782844,-10.80570692391422,-10.80570692391422,-.5483894588431681E-14
9,-5.705880819827144,21.68023130030019,-10.84011565015009,-10.84011565014972,-.3779606835840887E-12
10,-5.293056466893177,21.65388169176891,-10.82694084588445,-10.82694084588428,-.1759217771457600E-12
11,-4.393688128831855,21.61495554305129,-10.80747777152565,-10.80747777152608,.4325888605660744E-12
12,-5.638356870244024,21.64549318493710,-10.82274659246855,-10.82274659246843,-.1126017681873925E-12
13,-5.054821590884785,21.67918229332539,-10.83959114666269,-10.83959114666279,.9079195728567413E-13
14,-5.110294439742574,21.57700891097777,-10.78850445548889,-10.78850445548872,-.1697791213173261E-12
15,-6.482490802271059,21.54161043957312,-10.77080521978656,-10.77080521978663,.7066179238957027E-13
16,-3.793418370016298,21.74477746287265,-10.87238873143633,-10.87238873143626,-.6579892880553828E-13
17,-4.889081683977565,21.53107801550608,-10.76553900775304,-10.76553900775341,.3645920371164735E-12
18,-3.408105995378719,21.70065201980433,-10.85032600990217,-10.85032600990217,.1854419395819207E-14
19,-4.787271641966072,21.64688975643416,-10.82344487821708,-10.82344487821701,-.7010191038769875E-13
20,-6.181538960951002,21.59755248807760,-10.79877624403880,-10.79877624403918,.3764046366261375E-12
21,-4.624541657153713,21.64170378810327,-10.82085189405164,-10.82085189405175,.1159046816856524E-12
22,-4.769691559835337,21.82659864273511,-10.91329932136755,-10.91329932136721,-.3526953035182245E-12
23,-2.682341327985341,21.70073741028724,-10.85036870514362,-10.85036870514377,.1456109538500172E-12
24,-5.074211630330865,21.77492034616331,-10.88746017308166,-10.88746017308168,.1773364441404190E-13
25,-5.288241777009262,21.60883473197257,-10.80441736598629,-10.80441736598667,.3858545427615212E-12
26,-4.662540215413173,21.80936019762902,-10.90468009881451,-10.90468009881487,.3582637658761101E-12
27,-4.972344232228352,21.78622319316449,-10.89311159658224,-10.89311159658194,-.3076740251461985E-12
28,-4.369638857160680,21.69485531293725,-10.84742765646862,-10.84742765646870,.6893270676489038E-13
29,-1.861164837377146,21.74016510929997,-10.87008255464998,-10.87008255464994,-.3577867169202165E-13
30,-2.913092948903795,21.81744308735209,-10.90872154367605,-10.90872154367637,.3233290371551512E-12
31,-4.822770963328821,21.63120333186907,-10.81560166593453,-10.81560166593415,-.3844754375981196E-12
32,-4.290484115123036,21.72336446166860,-10.86168223083430,-10.86168223083430,-.1878271843613888E-14
33,-4.021049591661722,21.60656530272071,-10.80328265136035,-10.80328265136037,.1621966450038315E-13
