shuffle_id,status,max_real_part,min_kappa_in,min_kappa_out
1,stable,-1.000000000000000,-50.78730441888911,-19.43672881874954
2,stable,-1.000000000000000,-52.94336019831826,-21.09894628776237
3,stable,-1.000000000000000,-51.95947428529325,-21.71215194097022
4,stable,-1.000000000000000,-49.85972438030421,-19.84454582915350
5,stable,-1.000000000000000,-52.48653115736670,-21.71286289434647
6,stable,-1.000000000000000,-52.58911918452941,-20.62488692556508
7,stable,-1.000000000000000,-51.08460786832438,-20.51179485768080
8,stable,-1.000000000000000,-53.87031705707341,-21.06323760631494
9,stable,-1.000000000000000,-49.30481158242765,-20.41882243275177
10,stable,-1.000000000000000,-52.44391025918594,-19.55808441428235
11,stable,-1.000000000000000,-48.84290789731313,-20.85208802773559
12,stable,-1.000000000000000,-55.19860233202053,-20.18790084921056
13,stable,-1.000000000000000,-50.92208130369909,-20.49811626400333
14,stable,-1.000000000000000,-49.13791190432676,-21.77163697144715
15,stable,-1.000000000000000,-51.60009782110137,-20.16109803388827
16,stable,-1.000000000000000,-50.63746060832636,-20.51165406749351
17,stable,-1.000000000000000,-50.35844670781808,-21.27460543115740
18,stable,-1.000000000000000,-49.98523132037371,-19.10256842995295
19,stable,-1.000000000000000,-54.19357070840488,-22.38815649569733
20,stable,-1.000000000000000,-53.38747098471504,-20.09466794901527
21,stable,-1.000000000000000,-49.45321931754006,-20.35582217308547
22,stable,-1.000000000000000,-49.13486995419953,-23.74251384400122
23,stable,-1.000000000000000,-51.21891087882068,-20.28571243234910
24,stable,-1.000000000000000,-51.63629835266920,-20.47176565346308
25,stable,-1.000000000000000,-49.49973526426402,-20.61687519296538
26,stable,-1.000000000000000,-49.17051563269342,-20.49783250363544
27,stable,-1.000000000000000,-50.55656457209261,-20.03382162970956
28,stable,-1.000000000000000,-51.16763453313615,-22.45338223548606
29,stable,-1.000000000000000,-49.34339438259485,-20.65819483576342
30,stable,-1.000000000000000,-55.95144867137424,-20.80229966476327
31,stable,-1.000000000000000,-51.60104171918283,-21.62683695362648
32,stable,-1.000000000000000,-51.84687130895327,-21.75612570301746
33,stable,-1.000000000000000,-55.05779497628100,-21.04994313372299
34,stable,-1.000000000000000,-53.43171150391572,-19.93547169168596
35,stable,-1.000000000000000,-51.67609648041980,-19.29113722532111
36,stable,-1.000000000000000,-53.54095123030129,-22.04438714685966
37,stable,-1.000000000000000,-49.83022851962596,-21.06403090854292
38,stable,-1.000000000000000,-53.13134843047010,-20.70857420423999
39,stable,-1.000000000000000,-50.41412083478644,-20.14299588263384
40,stable,-1.000000000000000,-51.36881098971935,-20.53675281653523
41,stable,-1.000000000000000,-53.70180573580956,-19.61090902624710
42,stable,-1.000000000000000,-49.86387454655778,-21.30283231649082
43,stable,-1.000000000000000,-53.52117293822812,-19.80913430236978
44,stable,-1.000000000000000,-49.42345561932598,-21.22871059841418
45,stable,-1.000000000000000,-51.85174455469678,-21.93839889222363
46,stable,-1.000000000000000,-52.28600755025400,-23.83401743741706
47,stable,-1.000000000000000,-50.89819658377382,-20.05272436095402
48,stable,-1.000000000000000,-49.67879507275939,-19.75235641826293
49,stable,-1.000000000000000,-48.78273586499563,-20.43892087880522
50,stable,-1.000000000000000,-51.23899981856857,-20.43977113362052
51,stable,-1.000000000000000,-55.31351186727989,-20.63242910098052
52,stable,-1.000000000000000,-49.93730430422875,-20.84027679404244
53,stable,-1.000000000000000,-49.25888705480611,-21.63748971041059
54,stable,-1.000000000000000,-53.79178851194592,-21.94454767473508
55,stable,-1.000000000000000,-50.20840754309029,-20.64946100916131
56,stable,-1.000000000000000,-53.79759148837184,-20.89512846684374
57,stable,-1.000000000000000,-50.43992201013316,-20.92710909398738
58,stable,-1.000000000000000,-50.11141677683463,-19.90732426603790
59,stable,-1.000000000000000,-51.74343521473202,-21.17714836337836
60,stable,-1.000000000000000,-50.43819569855987,-20.09448759831139
61,stable,-1.000000000000000,-51.70101419225102,-21.82172563759377
62,stable,-1.000000000000000,-52.38349544842640,-21.90523650640898
63,stable,-1.000000000000000,-53.29719546646811,-19.98379668535199
64,stable,-1.000000000000000,-50.11837011530588,-20.37663035708829
65,stable,-1.000000000000000,-50.58760765718762,-20.28825811758543
66,stable,-1.000000000000000,-53.99912760054576,-20.06015495228348
67,stable,-1.000000000000000,-49.27314262319123,-21.45501728379168
68,stable,-1.000000000000000,-50.73347318229935,-21.12443123367848
69,stable,-1.000000000000000,-51.67786515630723,-19.45363998980611
70,stable,-1.000000000000000,-52.85206134159125,-20.32799760412308
71,stable,-1.000000000000000,-49.59673920632304,-21.50461714435369
72,stable,-1.000000000000000,-52.19003801100189,-21.40137234353460
73,stable,-1.000000000000000,-52.64237653027521,-21.16814696032088
74,stable,-1.000000000000000,-51.84087288595038,-21.75243538656650
75,stable,-1.000000000000000,-53.07076212478569,-21.79273157281568
76,stable,-1.000000000000000,-51.62678885637433,-20.64769569772761
77,stable,-1.000000000000000,-48.73511747062366,-20.10084852029104
78,stable,-1.000000000000000,-53.71125536132604,-20.12224207096733
79,stable,-1.000000000000000,-52.06267062295228,-20.41121006489266
80,stable,-1.000000000000000,-49.92123522504698,-20.95027999446029
81,stable,-1.000000000000000,-52.15903972237720,-21.65259296295699
82,stable,-1.000000000000000,-51.78549608020694,-20.60697427263949
83,stable,-1.000000000000000,-52.24341169545824,-21.36255268807872
84,stable,-1.000000000000000,-51.41672555284458,-20.66229903668864
85,stable,-1.000000000000000,-51.99716893321602,-19.96997234586161
86,stable,-1.000000000000000,-50.46763409934647,-21.21740729128942
87,stable,-1.000000000000000,-51.07927498769095,-20.99250920338091
88,stable,-1.000000000000000,-52.06655492668597,-23.38955465378240
89,stable,-1.000000000000000,-50.47345351245895,-20.89853543580102
90,stable,-1.000000000000000,-51.42328630394331,-20.49005903079524
91,stable,-1.000000000000000,-52.12402659337386,-21.67287283237602
92,stable,-1.000000000000000,-51.58596759749435,-20.78190619311863
93,stable,-1.000000000000000,-49.23276067941333,-21.21283497934519
94,stable,-1.000000000000000,-52.34312568570022,-21.68201687274268
95,stable,-1.000000000000000,-49.57674550794400,-20.48376900812582
96,stable,-1.000000000000000,-48.25827568364548,-21.47376144854934
97,stable,-1.000000000000000,-52.85040532621497,-19.73383535956964
98,stable,-1.000000000000000,-51.80548288874706,-20.27067732269643
99,stable,-1.000000000000000,-50.75922040184378,-22.76271717221243
100,stable,-1.000000000000000,-52.01766999333631,-20.51922863029176
101,stable,-1.000000000000000,-50.42239984273328,-21.54837497216067
102,stable,-1.000000000000000,-52.34279859898379,-21.63066379065276
103,stable,-1.000000000000000,-51.24589230360289,-21.48787001962774
104,stable,-1.000000000000000,-51.09187708620448,-20.91283612222583
105,stable,-1.000000000000000,-50.59751028482424,-19.86365205637412
106,stable,-1.000000000000000,-51.02257778402418,-19.86647585053288
107,stable,-1.000000000000000,-50.47955590111087,-21.96236691576269
108,stable,-1.000000000000000,-49.61702169564751,-19.44922191475052
109,stable,-1.000000000000000,-51.01583699550247,-22.15004677872639
110,stable,-1.000000000000000,-50.17647781844425,-20.34899606299587
111,stable,-1.000000000000000,-51.95103298837785,-20.00829474010970
112,stable,-1.000000000000000,-49.59977018838981,-21.25498154771049
113,stable,-1.000000000000000,-53.30881341887834,-20.28618439269485
114,stable,-1.000000000000000,-51.78474087288487,-20.56440151296556
115,stable,-1.000000000000000,-48.75062837635051,-21.42378646810539
116,stable,-1.000000000000000,-48.45620650942874,-20.34221579757286
117,stable,-1.000000000000000,-53.50082829297753,-21.31526837378624
118,stable,-1.000000000000000,-51.86790175429132,-20.60761636227835
119,stable,-1.000000000000000,-50.85635484609520,-20.07843400631100
120,stable,-1.000000000000000,-50.01541270365124,-20.60356736142421
121,stable,-1.000000000000000,-50.18926878710045,-21.24733752649627
122,stable,-1.000000000000000,-51.80832607191405,-19.83762840667623
123,stable,-1.000000000000000,-49.72437957470538,-20.48602353350725
124,stable,-1.000000000000000,-50.09026463946793,-20.96526689504390
125,stable,-1.000000000000000,-51.52158067883283,-23.17868707643356
126,stable,-1.000000000000000,-51.62794691277668,-21.65526628200314
127,stable,-1.000000000000000,-51.41706739690562,-21.46659854476457
128,stable,-1.000000000000000,-50.29013974468580,-21.08573639520910
129,stable,-1.000000000000000,-53.84444418957719,-20.66168977727648
130,stable,-1.000000000000000,-50.29658393999125,-20.63729974371381
131,stable,-1.000000000000000,-51.55297860228893,-20.15339301899076
132,stable,-1.000000000000000,-51.92060223124281,-21.20275173243135
133,stable,-1.000000000000000,-48.79004253234598,-20.56114656291902
134,stable,-1.000000000000000,-48.71474381958251,-20.48627232789295
135,stable,-1.000000000000000,-48.19539304640784,-22.79967483680230
136,stable,-1.000000000000000,-53.11450739983411,-20.75076585781062
137,stable,-1.000000000000000,-53.84004556178115,-20.44243212229048
138,stable,-1.000000000000000,-52.50230950029800,-21.12979636888485
139,stable,-1.000000000000000,-50.77760124690440,-19.26031309562677
140,stable,-1.000000000000000,-52.47131038097723,-21.17077733454062
141,stable,-1.000000000000000,-50.98082064578193,-20.32142472182750
142,stable,-1.000000000000000,-53.10640641258215,-19.59602108446416
143,stable,-1.000000000000000,-48.96809071145253,-21.34167254547356
144,stable,-1.000000000000000,-52.98063932581863,-19.67733019450679
145,stable,-1.000000000000000,-49.47905528850970,-21.88986360002309
146,stable,-1.000000000000000,-50.44220400361519,-20.44188394513912
147,stable,-1.000000000000000,-52.30175485475047,-20.46473702414323
148,stable,-1.000000000000000,-51.68577838307829,-20.72782769799232
149,stable,-1.000000000000000,-55.66567237364870,-19.21601997135440
150,stable,-1.000000000000000,-51.85060651355889,-20.76930866250768
151,stable,-1.000000000000000,-53.32114671833551,-20.59825788321905
152,stable,-1.000000000000000,-49.59995429409901,-21.59271588316187
153,stable,-1.000000000000000,-53.28731928672642,-20.33327439276036
154,stable,-1.000000000000000,-53.31088111505687,-22.36195620836224
155,stable,-1.000000000000000,-53.18265991329099,-20.14431700992282
156,stable,-1.000000000000000,-50.71899159629538,-21.49663972022245
157,stable,-1.000000000000000,-53.25303141749464,-22.48519192670938
158,stable,-1.000000000000000,-50.75111653975910,-20.49215460172854
159,stable,-1.000000000000000,-54.50649032532237,-20.84612328180810
160,stable,-1.000000000000000,-55.38035667847726,-20.82421205169521
161,stable,-1.000000000000000,-49.57755723151786,-22.07455250408384
162,stable,-1.000000000000000,-52.71904631936923,-20.34267747918057
163,stable,-1.000000000000000,-50.36090572768444,-20.90582499855009
164,stable,-1.000000000000000,-50.91337546528666,-22.02771771699190
165,stable,-1.000000000000000,-50.12319992957055,-21.11861154570943
166,stable,-1.000000000000000,-54.06488695077132,-20.40008215521812
167,stable,-1.000000000000000,-52.33441525985836,-20.49636002117768
168,stable,-1.000000000000000,-48.98734902357683,-19.56317191329799
169,stable,-1.000000000000000,-52.19679864302088,-20.07303937920369
170,stable,-1.000000000000000,-50.34760011670733,-19.98743851248219
171,stable,-1.000000000000000,-50.08111315357382,-20.24587594176410
172,stable,-1.000000000000000,-51.50109262284241,-19.32889131281991
173,stable,-1.000000000000000,-51.29218304205278,-21.33008578448789
