# global_node  layer_id  local_node  bias
785 2 1 1.5519179403781891e-02
786 2 2 -2.2061549127101898e-02
787 2 3 8.7885551154613495e-02
788 2 4 -1.5147077850997448e-02
789 2 5 3.3218458294868469e-02
790 2 6 1.0449901968240738e-01
791 2 7 2.2104958072304726e-02
792 2 8 4.6521805226802826e-02
793 2 9 -1.6964681446552277e-02
794 2 10 1.4064403250813484e-02
795 2 11 2.4232428520917892e-02
796 2 12 -3.5713396966457367e-02
797 2 13 3.6956518888473511e-02
798 2 14 -5.5888362228870392e-02
799 2 15 8.3790242671966553e-02
800 2 16 5.6276060640811920e-03
801 2 17 1.3356918096542358e-01
802 2 18 3.5610243678092957e-02
803 2 19 -5.7138054398819804e-04
804 2 20 5.6024469435214996e-02
805 2 21 -3.8253612816333771e-02
806 2 22 4.4094838201999664e-02
807 2 23 -2.9423924162983894e-02
808 2 24 5.0006296485662460e-02
809 2 25 2.6985092554241419e-03
810 2 26 5.6473519653081894e-02
811 2 27 4.6356342732906342e-02
812 2 28 4.3828513473272324e-02
813 2 29 3.7852544337511063e-02
814 2 30 1.0795312374830246e-01
815 2 31 6.9080784916877747e-02
816 2 32 4.9252584576606750e-03
817 2 33 3.0701525975018740e-03
818 2 34 -1.9125029444694519e-02
819 2 35 6.7314401268959045e-02
820 2 36 3.7686668336391449e-02
821 2 37 2.2949391975998878e-02
822 2 38 9.0028770267963409e-02
823 2 39 1.6377152875065804e-02
824 2 40 1.2016933411359787e-02
825 2 41 4.8837307840585709e-02
826 2 42 -4.3643776327371597e-02
827 2 43 9.1992825269699097e-02
828 2 44 -5.6081049144268036e-02
829 2 45 1.0320265591144562e-01
830 2 46 -1.5918143093585968e-02
831 2 47 2.0911309868097305e-02
832 2 48 -3.0281128361821175e-02
833 2 49 1.9546160474419594e-02
834 2 50 5.7181503623723984e-02
835 2 51 1.2117181904613972e-02
836 2 52 -1.8570918589830399e-02
837 2 53 4.3880712240934372e-02
838 2 54 2.8905460610985756e-02
839 2 55 -4.2015951126813889e-02
840 2 56 -7.0193797349929810e-02
841 2 57 -4.9142494797706604e-02
842 2 58 7.3867380619049072e-02
843 2 59 -1.2620384804904461e-02
844 2 60 5.0408756360411644e-03
845 2 61 5.6602310389280319e-02
846 2 62 1.3631669804453850e-02
847 2 63 -1.0242519527673721e-01
848 2 64 -9.3821631744503975e-03
849 2 65 6.1083147302269936e-03
850 2 66 -8.6535237729549408e-02
851 2 67 1.1525282170623541e-03
852 2 68 1.4701941981911659e-02
853 2 69 3.0933360103517771e-03
854 2 70 -2.1048873662948608e-02
855 2 71 -3.1311675906181335e-02
856 2 72 -5.6741172447800636e-03
857 2 73 2.0563997328281403e-02
858 2 74 -5.7664878666400909e-02
859 2 75 3.1671121716499329e-02
860 2 76 -5.2533987909555435e-02
861 2 77 1.1653054505586624e-01
862 2 78 -1.4533716253936291e-02
863 2 79 3.8370411843061447e-02
864 2 80 4.8203665763139725e-02
865 2 81 1.7087692394852638e-02
866 2 82 4.0722392499446869e-02
867 2 83 2.0660611335188150e-03
868 2 84 3.9983581751585007e-02
869 2 85 -8.8534895330667496e-03
870 2 86 -5.4361023008823395e-02
871 2 87 3.2469239085912704e-02
872 2 88 2.5620544329285622e-02
873 2 89 -1.2102526612579823e-02
874 2 90 2.1205419674515724e-02
875 2 91 6.1900414526462555e-02
876 2 92 3.3172909170389175e-02
877 2 93 7.5124655850231647e-03
878 2 94 5.1626794040203094e-02
879 2 95 2.0290285348892212e-02
880 2 96 1.5524853020906448e-02
881 2 97 -8.3416208624839783e-02
882 2 98 7.7454553684219718e-04
883 2 99 9.6683837473392487e-02
884 2 100 -2.4922562763094902e-02
885 2 101 -2.3859964683651924e-02
886 2 102 -1.3833793811500072e-02
887 2 103 -6.0030005872249603e-02
888 2 104 -1.9168587401509285e-02
889 2 105 -5.7839914225041866e-03
890 2 106 3.2279271632432938e-02
891 2 107 4.4504214078187943e-02
892 2 108 -6.8699479103088379e-02
893 2 109 -3.0910810455679893e-02
894 2 110 -5.1646005362272263e-02
895 2 111 1.7538754269480705e-02
896 2 112 2.8608296066522598e-02
897 2 113 1.2941066920757294e-01
898 2 114 -3.6977161653339863e-03
899 2 115 3.5549484193325043e-02
900 2 116 -8.7303910404443741e-03
901 2 117 4.5391000807285309e-02
902 2 118 4.5039243996143341e-03
903 2 119 -3.2325286418199539e-02
904 2 120 6.4587467350065708e-03
905 2 121 -2.0845521241426468e-02
906 2 122 2.9772344976663589e-02
907 2 123 4.7080170363187790e-02
908 2 124 -7.6532915234565735e-02
909 2 125 2.1892666816711426e-02
910 2 126 -3.6469187587499619e-02
911 2 127 5.4479498416185379e-02
912 2 128 3.3792033791542053e-02
913 2 129 1.0000655800104141e-01
914 2 130 7.9743601381778717e-02
915 2 131 1.5334265772253275e-03
916 2 132 -7.7998260967433453e-03
917 2 133 1.2291547842323780e-02
918 2 134 -1.8812760710716248e-02
919 2 135 2.3211298510432243e-02
920 2 136 -2.1545959636569023e-02
921 2 137 5.6610107421875000e-02
922 2 138 -3.4265954047441483e-02
923 2 139 2.9266294091939926e-02
924 2 140 -5.9308104217052460e-02
925 2 141 1.0018833912909031e-02
926 2 142 5.9095073491334915e-02
927 2 143 1.5243862755596638e-02
928 2 144 -5.6229352951049805e-02
929 2 145 1.4694989658892155e-02
930 2 146 3.4968663007020950e-02
931 2 147 2.6861421763896942e-02
932 2 148 1.4588647522032261e-02
933 2 149 6.3914239406585693e-02
934 2 150 -6.5479882061481476e-02
935 2 151 3.9031300693750381e-02
936 2 152 6.2860161066055298e-02
937 2 153 1.6082348302006721e-02
938 2 154 -3.7348680780269206e-04
939 2 155 2.2026579827070236e-02
940 2 156 4.9443175084888935e-03
941 2 157 -3.1101189088076353e-03
942 2 158 -1.7926871776580811e-02
943 2 159 -1.9386149942874908e-02
944 2 160 2.8130281716585159e-02
945 2 161 1.9706543534994125e-02
946 2 162 2.8201552107930183e-02
947 2 163 4.1026894003152847e-02
948 2 164 3.5558767616748810e-02
949 2 165 -1.1350013315677643e-02
950 2 166 3.2501306384801865e-02
951 2 167 -3.7644159048795700e-02
952 2 168 -8.8315578177571297e-03
953 2 169 8.6540654301643372e-02
