Node Results
Node Index, r, noise, fixpoint, bias
1,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
2,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
3,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
4,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
5,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
6,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
7,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
8,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
9,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
10,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
11,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
12,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
13,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
14,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
15,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
16,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
17,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
18,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
19,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
20,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
21,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
22,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
23,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
24,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
25,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
26,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
27,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
28,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
29,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
30,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
31,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
32,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
33,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
34,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
35,5.000000000000000,.1000000000000000,.000000000000000,.000000000000000
