shuffle_id,max_real_part,total_entropy,total_heat,total_work,total_internal
1,-2.929561171738897,27.62674429239816,-1.381337214619908,-1.381337214619914,.5827803517544083E-14
2,-2.299010280607035,27.67451278120520,-1.383725639060260,-1.383725639060269,.9525962917783515E-14
3,-3.816257648020837,27.64013657702398,-1.382006828851199,-1.382006828851197,-.2112242672436260E-14
4,-2.668550516074902,27.53723269465065,-1.376861634732532,-1.376861634732530,-.2540502530568034E-14
5,-2.381847314085462,27.88599936441788,-1.394299968220895,-1.394299968220908,.1303948268804866E-13
6,-3.579232209434849,27.52767754710184,-1.376383877355092,-1.376383877355102,.9334709654557072E-14
7,-3.561532146130048,27.70239686693053,-1.385119843346527,-1.385119843346513,-.1352531368153942E-13
8,-3.854670000589977,27.58230196350491,-1.379115098175245,-1.379115098175249,.3815470075302363E-14
9,-3.705880819827144,27.67497656795613,-1.383748828397806,-1.383748828397803,-.3393335959445132E-14
10,-3.293056466893177,27.63301741649514,-1.381650870824757,-1.381650870824760,.2644585939126642E-14
11,-2.393688128831855,27.57297249238822,-1.378648624619411,-1.378648624619427,.1610679905422741E-13
12,-3.638356870244024,27.62108734234669,-1.381054367117334,-1.381054367117323,-.1111610803405938E-13
13,-3.054821590884785,27.70422171345329,-1.385211085672664,-1.385211085672664,.1437652080715779E-15
14,-3.110294439742574,27.52134542148430,-1.376067271074215,-1.376067271074193,-.2265006758539467E-13
15,-4.482490802271059,27.42056003530841,-1.371028001765420,-1.371028001765439,.1832339618576539E-13
16,-1.793418370016298,27.83443244659018,-1.391721622329509,-1.391721622329521,.1202179631884515E-13
17,-2.889081683977565,27.42435908587726,-1.371217954293863,-1.371217954293854,-.9580877757819906E-14
18,-1.408105995378719,27.74006889985952,-1.387003444992976,-1.387003444992968,-.7937552524983627E-14
19,-2.787271641966072,27.62454234838935,-1.381227117419468,-1.381227117419470,.1575237336404189E-14
20,-4.181538960951002,27.53051365890375,-1.376525682945188,-1.376525682945187,-.7567731163948821E-16
21,-2.624541657153713,27.60845045302080,-1.380422522651040,-1.380422522651033,-.7610448729544750E-14
22,-2.769691559835337,27.95667684222191,-1.397833842111096,-1.397833842111091,-.4508329473629225E-14
23,-.6823413279853412,27.75504998495784,-1.387752499247892,-1.387752499247876,-.1574445868818275E-13
