shuffle_id,max_real_part,total_entropy,total_heat,total_work,total_internal
1,-10.00000000000000,15.60095919624042,-7.800479598120212,-7.800479598121930,.1718317328702756E-11
2,-10.00000000000000,15.60102742231357,-7.800513711156787,-7.800513711158726,.1938013985403053E-11
3,-10.00000000000000,15.60099697184788,-7.800498485923940,-7.800498485925767,.1826476903749041E-11
4,-10.00000000000000,15.60107835678222,-7.800539178391110,-7.800539178392873,.1763844278968030E-11
5,-10.00000000000000,15.60113179320191,-7.800565896600956,-7.800565896602664,.1708221671753440E-11
6,-10.00000000000000,15.60117996521264,-7.800589982606321,-7.800589982608199,.1878009033007277E-11
7,-10.00000000000000,15.60108428123355,-7.800542140616776,-7.800542140618573,.1797043416851274E-11
8,-10.00000000000000,15.60105763665657,-7.800528818328286,-7.800528818329914,.1626455914394143E-11
9,-10.00000000000000,15.60109892805628,-7.800549464028142,-7.800549464030061,.1917583279664736E-11
10,-10.00000000000000,15.60097763932988,-7.800488819664938,-7.800488819666704,.1765873905434923E-11
11,-10.00000000000000,15.60103754093771,-7.800518770468857,-7.800518770470753,.1898022104068753E-11
12,-10.00000000000000,15.60113773278277,-7.800568866391386,-7.800568866393222,.1837562220441402E-11
13,-10.00000000000000,15.60105220024497,-7.800526100122485,-7.800526100124336,.1851708023026255E-11
14,-10.00000000000000,15.60106383616005,-7.800531918080027,-7.800531918081780,.1751588023929385E-11
15,-10.00000000000000,15.60100332308073,-7.800501661540365,-7.800501661542139,.1773740876398477E-11
16,-10.00000000000000,15.60094390548520,-7.800471952742599,-7.800471952744475,.1877446548920192E-11
17,-10.00000000000000,15.60099393083619,-7.800496965418094,-7.800496965419875,.1781267407879872E-11
18,-10.00000000000000,15.60109335930592,-7.800546679652958,-7.800546679654805,.1845544550516109E-11
19,-10.00000000000000,15.60093229926920,-7.800466149634602,-7.800466149636574,.1972263498351001E-11
20,-10.00000000000000,15.60105144395203,-7.800525721976015,-7.800525721977728,.1713138311765228E-11
21,-10.00000000000000,15.60097714334483,-7.800488571672413,-7.800488571674302,.1887903028352511E-11
22,-10.00000000000000,15.60109067065521,-7.800545335327603,-7.800545335329532,.1929185977633807E-11
23,-10.00000000000000,15.60108789344846,-7.800543946724229,-7.800543946725994,.1766259014046589E-11
24,-10.00000000000000,15.60114064392014,-7.800570321960071,-7.800570321961946,.1875053931565951E-11
25,-10.00000000000000,15.60096071403681,-7.800480357018405,-7.800480357020248,.1841284069659110E-11
26,-10.00000000000000,15.60125021861130,-7.800625109305652,-7.800625109307558,.1908905325476162E-11
27,-10.00000000000000,15.60102746236050,-7.800513731180251,-7.800513731182089,.1838458205116744E-11
28,-10.00000000000000,15.60102477653411,-7.800512388267054,-7.800512388268820,.1766939025649172E-11
29,-10.00000000000000,15.60090170664933,-7.800450853324664,-7.800450853326525,.1860699528483112E-11
30,-10.00000000000000,15.60105218483152,-7.800526092415762,-7.800526092417685,.1924306200495884E-11
31,-10.00000000000000,15.60089867760310,-7.800449338801552,-7.800449338803364,.1813106088877081E-11
32,-10.00000000000000,15.60108328654501,-7.800541643272503,-7.800541643274221,.1718468249645166E-11
33,-10.00000000000000,15.60103818050079,-7.800519090250396,-7.800519090252338,.1939403498907311E-11
34,-10.00000000000000,15.60100507303133,-7.800502536515667,-7.800502536517537,.1871959184884808E-11
35,-10.00000000000000,15.60094498409294,-7.800472492046472,-7.800472492048275,.1806063111564615E-11
36,-10.00000000000000,15.60102263100527,-7.800511315502635,-7.800511315504528,.1893163577293411E-11
37,-10.00000000000000,15.60115311150636,-7.800576555753182,-7.800576555755081,.1899128423965557E-11
38,-10.00000000000000,15.60100862307953,-7.800504311539766,-7.800504311541760,.1994514796377356E-11
39,-10.00000000000000,15.60100880871122,-7.800504404355610,-7.800504404357465,.1853926734352029E-11
40,-10.00000000000000,15.60096711559605,-7.800483557798023,-7.800483557799835,.1811628104475549E-11
41,-10.00000000000000,15.60111146764227,-7.800555733821137,-7.800555733822921,.1783933244181579E-11
42,-10.00000000000000,15.60101057691398,-7.800505288456991,-7.800505288458867,.1876483343710156E-11
43,-10.00000000000000,15.60095146530809,-7.800475732654045,-7.800475732655752,.1707314845056374E-11
44,-10.00000000000000,15.60100452396982,-7.800502261984911,-7.800502261986746,.1834561148827962E-11
45,-10.00000000000000,15.60118039078146,-7.800590195390731,-7.800590195392639,.1909401456390292E-11
46,-10.00000000000000,15.60107821176958,-7.800539105884792,-7.800539105886602,.1809699091970263E-11
47,-10.00000000000000,15.60100412622313,-7.800502063111564,-7.800502063113444,.1880317082592065E-11
48,-10.00000000000000,15.60107100664583,-7.800535503322913,-7.800535503324760,.1848386027569759E-11
49,-10.00000000000000,15.60090518273145,-7.800452591365723,-7.800452591367489,.1767471585756297E-11
50,-10.00000000000000,15.60098308715653,-7.800491543578267,-7.800491543579997,.1732234147788780E-11
51,-10.00000000000000,15.60123310277136,-7.800616551385682,-7.800616551387337,.1655640902153976E-11
52,-10.00000000000000,15.60111621093831,-7.800558105469157,-7.800558105471026,.1871758824323333E-11
53,-10.00000000000000,15.60100259197725,-7.800501295988626,-7.800501295990484,.1858744928806555E-11
54,-10.00000000000000,15.60097255756747,-7.800486278783735,-7.800486278785580,.1843917379895643E-11
55,-10.00000000000000,15.60113636013046,-7.800568180065230,-7.800568180066946,.1716675412932744E-11
56,-10.00000000000000,15.60110233773297,-7.800551168866487,-7.800551168868363,.1876884932194844E-11
57,-10.00000000000000,15.60101713390375,-7.800508566951875,-7.800508566953623,.1749540616546863E-11
58,-10.00000000000000,15.60094462309254,-7.800472311546272,-7.800472311548211,.1941460880949819E-11
59,-10.00000000000000,15.60095901714991,-7.800479508574953,-7.800479508576785,.1833389776800809E-11
60,-10.00000000000000,15.60116320520364,-7.800581602601822,-7.800581602603665,.1842853994404869E-11
61,-10.00000000000000,15.60091955920507,-7.800459779602533,-7.800459779604428,.1893774199956955E-11
62,-10.00000000000000,15.60114893308372,-7.800574466541859,-7.800574466543742,.1883786529544018E-11
63,-10.00000000000000,15.60112315120679,-7.800561575603393,-7.800561575605071,.1676062934274913E-11
64,-10.00000000000000,15.60097546265134,-7.800487731325672,-7.800487731327626,.1957026554699759E-11
65,-10.00000000000000,15.60105043588697,-7.800525217943486,-7.800525217945315,.1829558206323245E-11
66,-10.00000000000000,15.60103945116832,-7.800519725584159,-7.800519725586078,.1921391865056243E-11
67,-10.00000000000000,15.60095608955044,-7.800478044775221,-7.800478044777162,.1942809628452391E-11
68,-10.00000000000000,15.60106357948992,-7.800531789744960,-7.800531789746731,.1772710884334616E-11
69,-10.00000000000000,15.60102506605762,-7.800512533028810,-7.800512533030589,.1780556604935590E-11
70,-10.00000000000000,15.60107231465566,-7.800536157327830,-7.800536157329677,.1848123650644018E-11
71,-10.00000000000000,15.60105319208949,-7.800526596044745,-7.800526596046619,.1876182369187074E-11
72,-10.00000000000000,15.60111640492827,-7.800558202464137,-7.800558202465946,.1808348609744215E-11
73,-10.00000000000000,15.60101890232857,-7.800509451164283,-7.800509451166178,.1893020462606643E-11
74,-10.00000000000000,15.60112517291759,-7.800562586458796,-7.800562586460657,.1860504372092064E-11
75,-10.00000000000000,15.60099591814162,-7.800497959070809,-7.800497959072463,.1653587856920158E-11
76,-10.00000000000000,15.60103954791383,-7.800519773956917,-7.800519773958891,.1977510169504093E-11
77,-10.00000000000000,15.60102436341205,-7.800512181706023,-7.800512181707867,.1842367404469858E-11
78,-10.00000000000000,15.60097994863631,-7.800489974318153,-7.800489974320072,.1917990939681591E-11
79,-10.00000000000000,15.60119796410070,-7.800598982050352,-7.800598982052270,.1916714183203272E-11
80,-10.00000000000000,15.60105184047427,-7.800525920237136,-7.800525920239097,.1959906195669880E-11
81,-10.00000000000000,15.60115710151993,-7.800578550759967,-7.800578550761797,.1830805472502472E-11
82,-10.00000000000000,15.60096319294810,-7.800481596474050,-7.800481596475906,.1855525715716011E-11
83,-10.00000000000000,15.60109363961030,-7.800546819805150,-7.800546819807052,.1900988047531804E-11
84,-10.00000000000000,15.60102639164565,-7.800513195822826,-7.800513195824648,.1822451044242168E-11
85,-10.00000000000000,15.60108166650860,-7.800540833254298,-7.800540833256295,.1998732776509193E-11
86,-10.00000000000000,15.60102526250895,-7.800512631254473,-7.800512631256344,.1871286112176129E-11
87,-10.00000000000000,15.60108518168547,-7.800542590842733,-7.800542590844603,.1870096959233347E-11
88,-10.00000000000000,15.60113335322038,-7.800566676610190,-7.800566676612108,.1918392528166279E-11
89,-10.00000000000000,15.60107758803449,-7.800538794017243,-7.800538794019185,.1942094922380289E-11
90,-10.00000000000000,15.60107609083421,-7.800538045417103,-7.800538045418997,.1895608670032800E-11
91,-10.00000000000000,15.60102588998828,-7.800512944994142,-7.800512944995908,.1767528831631004E-11
92,-10.00000000000000,15.60109090323079,-7.800545451615393,-7.800545451617310,.1917485267788344E-11
93,-10.00000000000000,15.60128287294125,-7.800641436470626,-7.800641436472422,.1795929724379697E-11
94,-10.00000000000000,15.60095153978806,-7.800475769894032,-7.800475769895878,.1846829546930939E-11
95,-10.00000000000000,15.60112422899851,-7.800562114499257,-7.800562114501055,.1798223896176676E-11
96,-10.00000000000000,15.60105032283031,-7.800525161415154,-7.800525161416969,.1814638717068107E-11
97,-10.00000000000000,15.60097533706694,-7.800487668533470,-7.800487668535294,.1825610843053660E-11
98,-10.00000000000000,15.60117378633377,-7.800586893166884,-7.800586893168717,.1836089006529429E-11
99,-10.00000000000000,15.60113086134820,-7.800565430674098,-7.800565430675928,.1828362981848297E-11
100,-10.00000000000000,15.60105646363028,-7.800528231815140,-7.800528231817095,.1953746192606687E-11
101,-10.00000000000000,15.60105340974784,-7.800526704873922,-7.800526704875819,.1896650805160993E-11
102,-10.00000000000000,15.60095198632759,-7.800475993163796,-7.800475993165644,.1847606269367308E-11
103,-10.00000000000000,15.60094414298103,-7.800472071490517,-7.800472071492209,.1690723949732131E-11
104,-10.00000000000000,15.60104564747464,-7.800522823737321,-7.800522823739096,.1777029044747191E-11
105,-10.00000000000000,15.60110117354520,-7.800550586772599,-7.800550586774314,.1716347550195785E-11
106,-10.00000000000000,15.60097149295724,-7.800485746478618,-7.800485746480384,.1766281565451777E-11
107,-10.00000000000000,15.60099796683043,-7.800498983415213,-7.800498983417008,.1793473355937714E-11
108,-10.00000000000000,15.60106401769266,-7.800532008846328,-7.800532008848107,.1779448983996179E-11
109,-10.00000000000000,15.60104196225494,-7.800520981127469,-7.800520981129304,.1834876001138852E-11
110,-10.00000000000000,15.60105733129590,-7.800528665647951,-7.800528665649693,.1741759948076238E-11
111,-10.00000000000000,15.60110336150940,-7.800551680754698,-7.800551680756668,.1971610374962296E-11
112,-10.00000000000000,15.60118918961868,-7.800594594809340,-7.800594594811101,.1762600482235754E-11
113,-10.00000000000000,15.60107860398503,-7.800539301992514,-7.800539301994207,.1691763916455979E-11
114,-10.00000000000000,15.60105177798189,-7.800525888990943,-7.800525888992874,.1930745494038710E-11
115,-10.00000000000000,15.60104924503948,-7.800524622519742,-7.800524622521595,.1853978776056309E-11
116,-10.00000000000000,15.60115371957873,-7.800576859789365,-7.800576859791144,.1777791455714883E-11
117,-10.00000000000000,15.60100485681489,-7.800502428407444,-7.800502428409247,.1803260665789175E-11
118,-10.00000000000000,15.60106897762856,-7.800534488814278,-7.800534488816087,.1811098146453638E-11
119,-10.00000000000000,15.60116359265651,-7.800581796328255,-7.800581796330063,.1806037958074214E-11
120,-10.00000000000000,15.60091123063435,-7.800455615317174,-7.800455615319005,.1834006904677388E-11
