shuffle_id,max_real_part,total_entropy,total_heat,total_work,total_internal
1,-10.00000000000000,15.61158710055466,-7.805793550277328,-7.805793550279136,.1805972038582127E-11
2,-10.00000000000000,15.61141301964913,-7.805706509824565,-7.805706509826436,.1870892329947083E-11
3,-10.00000000000000,15.61132490342907,-7.805662451714536,-7.805662451716297,.1761563117597120E-11
4,-10.00000000000000,15.61159251898881,-7.805796259494403,-7.805796259496240,.1837141549998478E-11
5,-10.00000000000000,15.61159879195364,-7.805799395976819,-7.805799395978742,.1922906278650771E-11
6,-10.00000000000000,15.61158831959628,-7.805794159798142,-7.805794159799955,.1813965644359428E-11
7,-10.00000000000000,15.61163094817224,-7.805815474086119,-7.805815474087933,.1814021155510659E-11
8,-10.00000000000000,15.61130101564643,-7.805650507823215,-7.805650507825121,.1905531288315387E-11
9,-10.00000000000000,15.61182257546359,-7.805911287731796,-7.805911287733597,.1800476434610232E-11
10,-10.00000000000000,15.61129860066073,-7.805649300330365,-7.805649300332140,.1776440106127097E-11
11,-10.00000000000000,15.61133416921288,-7.805667084606441,-7.805667084608236,.1794869808335875E-11
12,-10.00000000000000,15.61125259857484,-7.805626299287419,-7.805626299289395,.1974975738505691E-11
13,-10.00000000000000,15.61131325488307,-7.805656627441534,-7.805656627443275,.1738914567894767E-11
14,-10.00000000000000,15.61135668566373,-7.805678342831867,-7.805678342833620,.1753958089878438E-11
15,-10.00000000000000,15.61144772388683,-7.805723861943417,-7.805723861945338,.1922462189440921E-11
16,-10.00000000000000,15.61154599509288,-7.805772997546440,-7.805772997548311,.1869615573468764E-11
17,-10.00000000000000,15.61146820908041,-7.805734104540204,-7.805734104542009,.1805167126889273E-11
18,-10.00000000000000,15.61129735936867,-7.805648679684333,-7.805648679686340,.2007505273127208E-11
19,-10.00000000000000,15.61179918598330,-7.805899592991651,-7.805899592993584,.1932953797023629E-11
20,-10.00000000000000,15.61142056520431,-7.805710282602153,-7.805710282604085,.1931954596301466E-11
21,-10.00000000000000,15.61150469824742,-7.805752349123710,-7.805752349125557,.1847355601825029E-11
22,-10.00000000000000,15.61112062972193,-7.805560314860965,-7.805560314862900,.1936145688219426E-11
23,-10.00000000000000,15.61153573748700,-7.805767868743499,-7.805767868745349,.1850991582230677E-11
24,-10.00000000000000,15.61139315368535,-7.805696576842677,-7.805696576844567,.1889155498702166E-11
25,-10.00000000000000,15.61159064845140,-7.805795324225702,-7.805795324227617,.1915440028810167E-11
26,-10.00000000000000,15.61170734083648,-7.805853670418240,-7.805853670420059,.1816907735374684E-11
27,-10.00000000000000,15.61151575780786,-7.805757878903930,-7.805757878905824,.1891611867144150E-11
28,-10.00000000000000,15.61136554377441,-7.805682771887203,-7.805682771889048,.1845190666927010E-11
29,-10.00000000000000,15.61156463273823,-7.805782316369114,-7.805782316371023,.1909195024296650E-11
30,-10.00000000000000,15.61142396008530,-7.805711980042649,-7.805711980044471,.1820349426751022E-11
31,-10.00000000000000,15.61167999332487,-7.805839996662433,-7.805839996664369,.1934966076255762E-11
32,-10.00000000000000,15.61142335379919,-7.805711676899593,-7.805711676901427,.1834227214558837E-11
33,-10.00000000000000,15.61132712811881,-7.805663564059403,-7.805663564061253,.1849770336903589E-11
