id,Layer,node_count,HR_total,EPR_total,WR_total,UR_total
0,1,784,.000000000000000,.000000000000000,-2.473444572641357,2.473444572641357
0,2,256,-4.946889145282682,9.893778290565365,-3.947389861388831,-.9994992838938512
0,3,10,-2.947890577494949,5.895781154989899,-1.473945288747474,-1.473945288747476
1,1,784,.000000000000000,.000000000000000,-2.432866783346929,2.432866783346929
1,2,256,-4.865733566693832,9.731467133387664,-3.842774803366573,-1.022958763327262
1,3,10,-2.819816040039279,5.639632080078558,-1.409908020019642,-1.409908020019637
2,1,784,.000000000000000,.000000000000000,-2.431512185423110,2.431512185423110
2,2,256,-4.863024370846238,9.726048741692477,-3.854393260018691,-1.008631110827551
2,3,10,-2.845762149191159,5.691524298382317,-1.422881074595583,-1.422881074595576
3,1,784,.000000000000000,.000000000000000,-2.431911585511543,2.431911585511543
3,2,256,-4.863823171023116,9.727646342046231,-3.885144220314066,-.9786789507090550
3,3,10,-2.906465269605038,5.812930539210075,-1.453232634802518,-1.453232634802519
4,1,784,.000000000000000,.000000000000000,-2.432633224074042,2.432633224074042
4,2,256,-4.865266448148077,9.730532896296154,-3.860397408921563,-1.004869039226516
4,3,10,-2.855528369695040,5.711056739390080,-1.427764184847518,-1.427764184847522
5,1,784,.000000000000000,.000000000000000,-2.430905931849407,2.430905931849407
5,2,256,-4.861811863698803,9.723623727397605,-3.861831656246959,-.9999802074518427
5,3,10,-2.861851448795107,5.723702897590215,-1.430925724397553,-1.430925724397555
6,1,784,.000000000000000,.000000000000000,-2.432309975551796,2.432309975551796
6,2,256,-4.864619951103609,9.729239902207217,-3.877147807136254,-.9874721439673521
6,3,10,-2.889675663168923,5.779351326337846,-1.444837831584459,-1.444837831584464
7,1,784,.000000000000000,.000000000000000,-2.430358429376010,2.430358429376010
7,2,256,-4.860716858751996,9.721433717503992,-3.851318178953539,-1.009398679798456
7,3,10,-2.841919499155052,5.683838998310105,-1.420959749577530,-1.420959749577523
8,1,784,.000000000000000,.000000000000000,-2.430989927406761,2.430989927406761
8,2,256,-4.861979854813554,9.723959709627108,-3.846853291722574,-1.015126563090981
8,3,10,-2.831726728631629,5.663453457263259,-1.415863364315814,-1.415863364315816
9,1,784,.000000000000000,.000000000000000,-2.432040496946206,2.432040496946206
9,2,256,-4.864080993892427,9.728161987784853,-3.847818971291877,-1.016262022600552
9,3,10,-2.831556948691349,5.663113897382697,-1.415778474345674,-1.415778474345675
10,1,784,.000000000000000,.000000000000000,-2.431816710180159,2.431816710180159
10,2,256,-4.863633420360338,9.727266840720675,-3.848830498441396,-1.014802921918941
10,3,10,-2.834027576522486,5.668055153044972,-1.417013788261241,-1.417013788261245
11,1,784,.000000000000000,.000000000000000,-2.432126429140050,2.432126429140050
11,2,256,-4.864252858280074,9.728505716560148,-3.870971902546396,-.9932809557336809
11,3,10,-2.877690946812698,5.755381893625396,-1.438845473406346,-1.438845473406352
12,1,784,.000000000000000,.000000000000000,-2.433526484672702,2.433526484672702
12,2,256,-4.867052969345416,9.734105938690831,-3.900499275683811,-.9665536936616049
12,3,10,-2.933945582022217,5.867891164044433,-1.466972791011110,-1.466972791011106
13,1,784,.000000000000000,.000000000000000,-2.431765155183625,2.431765155183625
13,2,256,-4.863530310367262,9.727060620734525,-3.824697011841963,-1.038833298525297
13,3,10,-2.785863713316669,5.571727426633338,-1.392931856658336,-1.392931856658333
14,1,784,.000000000000000,.000000000000000,-2.431906856702803,2.431906856702803
14,2,256,-4.863813713405639,9.727627426811278,-3.855611763893083,-1.008201949512556
14,3,10,-2.847409814380556,5.694819628761112,-1.423704907190281,-1.423704907190275
15,1,784,.000000000000000,.000000000000000,-2.432057931387901,2.432057931387901
15,2,256,-4.864115862775850,9.728231725551700,-3.851617375979227,-1.012498486796624
15,3,10,-2.839118889182650,5.678237778365300,-1.419559444591326,-1.419559444591324
16,1,784,.000000000000000,.000000000000000,-2.432468351521658,2.432468351521658
16,2,256,-4.864936703043306,9.729873406086613,-3.858922433621466,-1.006014269421841
16,3,10,-2.852908164199620,5.705816328399241,-1.426454082099808,-1.426454082099813
17,1,784,.000000000000000,.000000000000000,-2.431600175031552,2.431600175031552
17,2,256,-4.863200350063146,9.726400700126291,-3.889078398222328,-.9741219518408225
17,3,10,-2.914956446381546,5.829912892763093,-1.457478223190772,-1.457478223190775
18,1,784,.000000000000000,.000000000000000,-2.432316710962662,2.432316710962662
18,2,256,-4.864633421925343,9.729266843850686,-3.820930651343951,-1.043702770581394
18,3,10,-2.777227880762579,5.554455761525158,-1.388613940381290,-1.388613940381290
19,1,784,.000000000000000,.000000000000000,-2.430495461390742,2.430495461390742
19,2,256,-4.860990922781474,9.721981845562949,-3.834622742978181,-1.026368179803295
19,3,10,-2.808254563174874,5.616509126349748,-1.404127281587435,-1.404127281587439
20,1,784,.000000000000000,.000000000000000,-2.431694920262755,2.431694920262755
20,2,256,-4.863389840525532,9.726779681051065,-3.836748042966653,-1.026641797558882
20,3,10,-2.810106245407806,5.620212490815613,-1.405053122703902,-1.405053122703904
21,1,784,.000000000000000,.000000000000000,-2.430801507141245,2.430801507141245
21,2,256,-4.861603014282472,9.723206028564944,-3.826287164266107,-1.035315850016369
21,3,10,-2.790971314249728,5.581942628499457,-1.395485657124862,-1.395485657124867
22,1,784,.000000000000000,.000000000000000,-2.431648745292688,2.431648745292688
22,2,256,-4.863297490585397,9.726594981170793,-3.843969584281508,-1.019327906303887
22,3,10,-2.824641677977640,5.649283355955281,-1.412320838988821,-1.412320838988820
23,1,784,.000000000000000,.000000000000000,-2.432068499316356,2.432068499316356
23,2,256,-4.864136998632731,9.728273997265461,-3.881446413588793,-.9826905850439430
23,3,10,-2.898755828544870,5.797511657089741,-1.449377914272436,-1.449377914272434
24,1,784,.000000000000000,.000000000000000,-2.431302872497834,2.431302872497834
24,2,256,-4.862605744995694,9.725211489991388,-3.835620879116236,-1.026984865879454
24,3,10,-2.808636013236802,5.617272026473604,-1.404318006618400,-1.404318006618402
25,1,784,.000000000000000,.000000000000000,-2.431752910917997,2.431752910917997
25,2,256,-4.863505821836000,9.727011643672000,-3.880935018981591,-.9825708028544060
25,3,10,-2.898364216127185,5.796728432254369,-1.449182108063594,-1.449182108063590
26,1,784,.000000000000000,.000000000000000,-2.431803333373978,2.431803333373978
26,2,256,-4.863606666747961,9.727213333495921,-3.856755057869004,-1.006851608878958
26,3,10,-2.849903448990040,5.699806897980080,-1.424951724495023,-1.424951724495017
27,1,784,.000000000000000,.000000000000000,-2.431805088881911,2.431805088881911
27,2,256,-4.863610177763817,9.727220355527633,-3.860282922465503,-1.003327255298318
27,3,10,-2.856955667167188,5.713911334334376,-1.428477833583595,-1.428477833583593
28,1,784,.000000000000000,.000000000000000,-2.431723988835389,2.431723988835389
