Theoretical Energetics by Node and Layer
layer,node,heat_rate,entropy_rate,work_rate,internal_rate
1,1,.000000000000000,.000000000000000,-.8237631719610518E-04,.8237631719610518E-04
1,2,.000000000000000,.000000000000000,-.7525344951348867E-04,.7525344951348867E-04
1,3,.000000000000000,.000000000000000,-.8174486453947673E-04,.8174486453947673E-04
1,4,.000000000000000,.000000000000000,-.5880344978863144E-04,.5880344978863144E-04
1,5,.000000000000000,.000000000000000,-.7819060312038550E-04,.7819060312038550E-04
1,6,.000000000000000,.000000000000000,-.7813351957576702E-04,.7813351957576702E-04
1,7,.000000000000000,.000000000000000,-.7734311166584681E-04,.7734311166584681E-04
1,8,.000000000000000,.000000000000000,-.6663291707655963E-04,.6663291707655963E-04
1,9,.000000000000000,.000000000000000,-.8758686715193767E-04,.8758686715193767E-04
1,10,.000000000000000,.000000000000000,-.7997935756625537E-04,.7997935756625537E-04
1,11,.000000000000000,.000000000000000,-.7621646282075195E-04,.7621646282075195E-04
1,12,.000000000000000,.000000000000000,-.7204075749986532E-04,.7204075749986532E-04
1,13,.000000000000000,.000000000000000,-.7823805516879493E-04,.7823805516879493E-04
1,14,.000000000000000,.000000000000000,-.7726655295209411E-04,.7726655295209411E-04
1,15,.000000000000000,.000000000000000,-.6542776958444006E-04,.6542776958444006E-04
1,16,.000000000000000,.000000000000000,-.6407626982297301E-04,.6407626982297301E-04
1,17,.000000000000000,.000000000000000,-.8059035296378132E-04,.8059035296378132E-04
1,18,.000000000000000,.000000000000000,-.7650595372423401E-04,.7650595372423401E-04
1,19,.000000000000000,.000000000000000,-.6606989775288369E-04,.6606989775288369E-04
1,20,.000000000000000,.000000000000000,-.8397271836870675E-04,.8397271836870675E-04
1,21,.000000000000000,.000000000000000,-.6859356152703919E-04,.6859356152703919E-04
1,22,.000000000000000,.000000000000000,-.6344187312215618E-04,.6344187312215618E-04
1,23,.000000000000000,.000000000000000,-.6030603853527973E-04,.6030603853527973E-04
1,24,.000000000000000,.000000000000000,-.8825922212389645E-04,.8825922212389645E-04
1,25,.000000000000000,.000000000000000,-.7321914056291616E-04,.7321914056291616E-04
1,26,.000000000000000,.000000000000000,-.7968737238096525E-04,.7968737238096525E-04
1,27,.000000000000000,.000000000000000,-.6745786163137438E-04,.6745786163137438E-04
1,28,.000000000000000,.000000000000000,-.7404764755979355E-04,.7404764755979355E-04
1,29,.000000000000000,.000000000000000,-.9253101268238189E-04,.9253101268238189E-04
1,30,.000000000000000,.000000000000000,-.6982390945515917E-04,.6982390945515917E-04
1,31,.000000000000000,.000000000000000,-.6625514016703943E-04,.6625514016703943E-04
1,32,.000000000000000,.000000000000000,-.8294753515861780E-04,.8294753515861780E-04
1,33,.000000000000000,.000000000000000,-.7579462162279692E-04,.7579462162279692E-04
1,34,.000000000000000,.000000000000000,-.7828245968960225E-04,.7828245968960225E-04
1,35,.000000000000000,.000000000000000,-.6751226448755444E-04,.6751226448755444E-04
1,36,.000000000000000,.000000000000000,-.8245121507089519E-04,.8245121507089519E-04
1,37,.000000000000000,.000000000000000,-.8310418280225220E-04,.8310418280225220E-04
1,38,.000000000000000,.000000000000000,-.7246908472892743E-04,.7246908472892743E-04
1,39,.000000000000000,.000000000000000,-.7088318335245886E-04,.7088318335245886E-04
1,40,.000000000000000,.000000000000000,-.7754110640350834E-04,.7754110640350834E-04
1,41,.000000000000000,.000000000000000,-.7899599212223923E-04,.7899599212223923E-04
1,42,.000000000000000,.000000000000000,-.8829237700082882E-04,.8829237700082882E-04
1,43,.000000000000000,.000000000000000,-.8865758029974481E-04,.8865758029974481E-04
1,44,.000000000000000,.000000000000000,-.8693936642128650E-04,.8693936642128650E-04
1,45,.000000000000000,.000000000000000,-.8465631091288346E-04,.8465631091288346E-04
1,46,.000000000000000,.000000000000000,-.8732936975692890E-04,.8732936975692890E-04
1,47,.000000000000000,.000000000000000,-.9387194316184158E-04,.9387194316184158E-04
1,48,.000000000000000,.000000000000000,-.7971673179857570E-04,.7971673179857570E-04
1,49,.000000000000000,.000000000000000,-.6361471296568248E-04,.6361471296568248E-04
1,50,.000000000000000,.000000000000000,-.8656340840341682E-04,.8656340840341682E-04
1,51,.000000000000000,.000000000000000,-.8354414870556151E-04,.8354414870556151E-04
1,52,.000000000000000,.000000000000000,-.7677198059847240E-04,.7677198059847240E-04
1,53,.000000000000000,.000000000000000,-.7755008464052132E-04,.7755008464052132E-04
1,54,.000000000000000,.000000000000000,-.8091948764862671E-04,.8091948764862671E-04
1,55,.000000000000000,.000000000000000,-.7691224089398407E-04,.7691224089398407E-04
1,56,.000000000000000,.000000000000000,-.7805323418705513E-04,.7805323418705513E-04
1,57,.000000000000000,.000000000000000,-.7354310343970024E-04,.7354310343970024E-04
1,58,.000000000000000,.000000000000000,-.7132332530322176E-04,.7132332530322176E-04
1,59,.000000000000000,.000000000000000,-.8635330755021420E-04,.8635330755021420E-04
1,60,.000000000000000,.000000000000000,-.9170013297897986E-04,.9170013297897986E-04
1,61,.000000000000000,.000000000000000,-.7300908698656292E-04,.7300908698656292E-04
1,62,.000000000000000,.000000000000000,-.7147145301485380E-04,.7147145301485380E-04
1,63,.000000000000000,.000000000000000,-.9627369820070925E-04,.9627369820070925E-04
1,64,.000000000000000,.000000000000000,-.7756029560419432E-04,.7756029560419432E-04
1,65,.000000000000000,.000000000000000,-.7131279239681080E-04,.7131279239681080E-04
1,66,.000000000000000,.000000000000000,-.1042839274027883E-03,.1042839274027883E-03
1,67,.000000000000000,.000000000000000,-.9229884541909317E-04,.9229884541909317E-04
1,68,.000000000000000,.000000000000000,-.1049581988905716E-03,.1049581988905716E-03
1,69,.000000000000000,.000000000000000,-.1590213882336246E-03,.1590213882336246E-03
1,70,.000000000000000,.000000000000000,-.1867347860851868E-03,.1867347860851868E-03
1,71,.000000000000000,.000000000000000,-.2320886336262266E-03,.2320886336262266E-03
1,72,.000000000000000,.000000000000000,-.1738518988025846E-03,.1738518988025846E-03
1,73,.000000000000000,.000000000000000,-.2166265880365957E-03,.2166265880365957E-03
1,74,.000000000000000,.000000000000000,-.1681555026362636E-03,.1681555026362636E-03
1,75,.000000000000000,.000000000000000,-.1817863750787889E-03,.1817863750787889E-03
1,76,.000000000000000,.000000000000000,-.1917535082063434E-03,.1917535082063434E-03
1,77,.000000000000000,.000000000000000,-.1005589697254513E-03,.1005589697254513E-03
1,78,.000000000000000,.000000000000000,-.9316596891449145E-04,.9316596891449145E-04
1,79,.000000000000000,.000000000000000,-.8066859374767922E-04,.8066859374767922E-04
1,80,.000000000000000,.000000000000000,-.7572627389994140E-04,.7572627389994140E-04
1,81,.000000000000000,.000000000000000,-.7432167273189442E-04,.7432167273189442E-04
1,82,.000000000000000,.000000000000000,-.8033466040410307E-04,.8033466040410307E-04
1,83,.000000000000000,.000000000000000,-.6968213735324240E-04,.6968213735324240E-04
1,84,.000000000000000,.000000000000000,-.8107762407158369E-04,.8107762407158369E-04
1,85,.000000000000000,.000000000000000,-.8626165977891821E-04,.8626165977891821E-04
1,86,.000000000000000,.000000000000000,-.7051574080250073E-04,.7051574080250073E-04
1,87,.000000000000000,.000000000000000,-.8563902353891624E-04,.8563902353891624E-04
1,88,.000000000000000,.000000000000000,-.6822671575826995E-04,.6822671575826995E-04
1,89,.000000000000000,.000000000000000,-.7906785938995328E-04,.7906785938995328E-04
1,90,.000000000000000,.000000000000000,-.7762157505258026E-04,.7762157505258026E-04
1,91,.000000000000000,.000000000000000,-.8534219840420200E-04,.8534219840420200E-04
1,92,.000000000000000,.000000000000000,-.7926372727823830E-04,.7926372727823830E-04
1,93,.000000000000000,.000000000000000,-.9616809882399672E-04,.9616809882399672E-04
1,94,.000000000000000,.000000000000000,-.1826768808024360E-03,.1826768808024360E-03
1,95,.000000000000000,.000000000000000,-.2056599306753044E-03,.2056599306753044E-03
1,96,.000000000000000,.000000000000000,-.4114653499570428E-03,.4114653499570428E-03
1,97,.000000000000000,.000000000000000,-.3028124343460329E-03,.3028124343460329E-03
1,98,.000000000000000,.000000000000000,-.4049954912450662E-03,.4049954912450662E-03
1,99,.000000000000000,.000000000000000,-.4388014521490465E-03,.4388014521490465E-03
1,100,.000000000000000,.000000000000000,-.4195990688669730E-03,.4195990688669730E-03
1,101,.000000000000000,.000000000000000,-.3374973361044575E-03,.3374973361044575E-03
1,102,.000000000000000,.000000000000000,-.2722128422590662E-03,.2722128422590662E-03
1,103,.000000000000000,.000000000000000,-.3737731862528775E-03,.3737731862528775E-03
1,104,.000000000000000,.000000000000000,-.3342860058175659E-03,.3342860058175659E-03
1,105,.000000000000000,.000000000000000,-.2143627643183496E-03,.2143627643183496E-03
1,106,.000000000000000,.000000000000000,-.1674624714855345E-03,.1674624714855345E-03
1,107,.000000000000000,.000000000000000,-.1289368675717956E-03,.1289368675717956E-03
1,108,.000000000000000,.000000000000000,-.1247182299696508E-03,.1247182299696508E-03
1,109,.000000000000000,.000000000000000,-.1179842659710772E-03,.1179842659710772E-03
1,110,.000000000000000,.000000000000000,-.7026571628196703E-04,.7026571628196703E-04
1,111,.000000000000000,.000000000000000,-.8490451707183247E-04,.8490451707183247E-04
1,112,.000000000000000,.000000000000000,-.7363868601717272E-04,.7363868601717272E-04
1,113,.000000000000000,.000000000000000,-.7905794026669164E-04,.7905794026669164E-04
1,114,.000000000000000,.000000000000000,-.7375350878299517E-04,.7375350878299517E-04
1,115,.000000000000000,.000000000000000,-.7315264619953258E-04,.7315264619953258E-04
1,116,.000000000000000,.000000000000000,-.6945113250537716E-04,.6945113250537716E-04
1,117,.000000000000000,.000000000000000,-.6903985956576199E-04,.6903985956576199E-04
1,118,.000000000000000,.000000000000000,-.1065411484574886E-03,.1065411484574886E-03
1,119,.000000000000000,.000000000000000,-.1110850731835240E-03,.1110850731835240E-03
1,120,.000000000000000,.000000000000000,-.1583222074233513E-03,.1583222074233513E-03
1,121,.000000000000000,.000000000000000,-.3040373865643154E-03,.3040373865643154E-03
1,122,.000000000000000,.000000000000000,-.4566746947673550E-03,.4566746947673550E-03
1,123,.000000000000000,.000000000000000,-.4541150644549247E-03,.4541150644549247E-03
1,124,.000000000000000,.000000000000000,-.6037393210698733E-03,.6037393210698733E-03
1,125,.000000000000000,.000000000000000,-.1068905637299275E-02,.1068905637299275E-02
1,126,.000000000000000,.000000000000000,-.8739646597381071E-03,.8739646597381071E-03
1,127,.000000000000000,.000000000000000,-.6609364365918553E-03,.6609364365918553E-03
1,128,.000000000000000,.000000000000000,-.7964552659721260E-03,.7964552659721260E-03
1,129,.000000000000000,.000000000000000,-.8157371263110354E-03,.8157371263110354E-03
1,130,.000000000000000,.000000000000000,-.6220822959418922E-03,.6220822959418922E-03
1,131,.000000000000000,.000000000000000,-.5284314635419387E-03,.5284314635419387E-03
1,132,.000000000000000,.000000000000000,-.3778038057982283E-03,.3778038057982283E-03
1,133,.000000000000000,.000000000000000,-.2066286814928819E-03,.2066286814928819E-03
1,134,.000000000000000,.000000000000000,-.3475183152003618E-03,.3475183152003618E-03
1,135,.000000000000000,.000000000000000,-.2958700408353941E-03,.2958700408353941E-03
1,136,.000000000000000,.000000000000000,-.2904398501747790E-03,.2904398501747790E-03
1,137,.000000000000000,.000000000000000,-.1643671958612704E-03,.1643671958612704E-03
1,138,.000000000000000,.000000000000000,-.8576628369552388E-04,.8576628369552388E-04
1,139,.000000000000000,.000000000000000,-.8690254752903935E-04,.8690254752903935E-04
1,140,.000000000000000,.000000000000000,-.7234199049180440E-04,.7234199049180440E-04
1,141,.000000000000000,.000000000000000,-.6783394129195446E-04,.6783394129195446E-04
1,142,.000000000000000,.000000000000000,-.8226254422920582E-04,.8226254422920582E-04
1,143,.000000000000000,.000000000000000,-.8023200043415537E-04,.8023200043415537E-04
1,144,.000000000000000,.000000000000000,-.6649212730526465E-04,.6649212730526465E-04
1,145,.000000000000000,.000000000000000,-.8543412273281089E-04,.8543412273281089E-04
1,146,.000000000000000,.000000000000000,-.1432276415205215E-03,.1432276415205215E-03
1,147,.000000000000000,.000000000000000,-.2285812860016890E-03,.2285812860016890E-03
1,148,.000000000000000,.000000000000000,-.3413539568348774E-03,.3413539568348774E-03
1,149,.000000000000000,.000000000000000,-.3683454672144135E-03,.3683454672144135E-03
1,150,.000000000000000,.000000000000000,-.4547256883426870E-03,.4547256883426870E-03
1,151,.000000000000000,.000000000000000,-.6005785720013459E-03,.6005785720013459E-03
1,152,.000000000000000,.000000000000000,-.7856861340577969E-03,.7856861340577969E-03
1,153,.000000000000000,.000000000000000,-.9843383145799116E-03,.9843383145799116E-03
1,154,.000000000000000,.000000000000000,-.1085415667557170E-02,.1085415667557170E-02
1,155,.000000000000000,.000000000000000,-.6714492481322057E-03,.6714492481322057E-03
1,156,.000000000000000,.000000000000000,-.7300153280505450E-03,.7300153280505450E-03
1,157,.000000000000000,.000000000000000,-.7153558131985293E-03,.7153558131985293E-03
1,158,.000000000000000,.000000000000000,-.9816728637195374E-03,.9816728637195374E-03
1,159,.000000000000000,.000000000000000,-.1002860010410236E-02,.1002860010410236E-02
1,160,.000000000000000,.000000000000000,-.8502303379986013E-03,.8502303379986013E-03
1,161,.000000000000000,.000000000000000,-.6642831948952206E-03,.6642831948952206E-03
1,162,.000000000000000,.000000000000000,-.4785435316864485E-03,.4785435316864485E-03
1,163,.000000000000000,.000000000000000,-.3428669968520288E-03,.3428669968520288E-03
1,164,.000000000000000,.000000000000000,-.2936931542075948E-03,.2936931542075948E-03
1,165,.000000000000000,.000000000000000,-.1982399621059809E-03,.1982399621059809E-03
1,166,.000000000000000,.000000000000000,-.9511776884754468E-04,.9511776884754468E-04
1,167,.000000000000000,.000000000000000,-.8224633130582964E-04,.8224633130582964E-04
1,168,.000000000000000,.000000000000000,-.7011179656242031E-04,.7011179656242031E-04
1,169,.000000000000000,.000000000000000,-.6788226310512887E-04,.6788226310512887E-04
1,170,.000000000000000,.000000000000000,-.8467668455529083E-04,.8467668455529083E-04
1,171,.000000000000000,.000000000000000,-.7098708183417713E-04,.7098708183417713E-04
1,172,.000000000000000,.000000000000000,-.9019261515033680E-04,.9019261515033680E-04
1,173,.000000000000000,.000000000000000,-.1207436600700323E-03,.1207436600700323E-03
1,174,.000000000000000,.000000000000000,-.2163898990092284E-03,.2163898990092284E-03
1,175,.000000000000000,.000000000000000,-.2800763806660382E-03,.2800763806660382E-03
1,176,.000000000000000,.000000000000000,-.3445219599439866E-03,.3445219599439866E-03
1,177,.000000000000000,.000000000000000,-.5535753001783354E-03,.5535753001783354E-03
1,178,.000000000000000,.000000000000000,-.8242882870899387E-03,.8242882870899387E-03
1,179,.000000000000000,.000000000000000,-.8514245127101721E-03,.8514245127101721E-03
1,180,.000000000000000,.000000000000000,-.8182339182476932E-03,.8182339182476932E-03
1,181,.000000000000000,.000000000000000,-.8855284612695383E-03,.8855284612695383E-03
1,182,.000000000000000,.000000000000000,-.9014689509106323E-03,.9014689509106323E-03
1,183,.000000000000000,.000000000000000,-.1102326284471961E-02,.1102326284471961E-02
1,184,.000000000000000,.000000000000000,-.1346827424780954E-02,.1346827424780954E-02
1,185,.000000000000000,.000000000000000,-.1257561970692133E-02,.1257561970692133E-02
1,186,.000000000000000,.000000000000000,-.9950913535395577E-03,.9950913535395577E-03
1,187,.000000000000000,.000000000000000,-.1270063085319259E-02,.1270063085319259E-02
1,188,.000000000000000,.000000000000000,-.1033178932899751E-02,.1033178932899751E-02
1,189,.000000000000000,.000000000000000,-.9268734431548732E-03,.9268734431548732E-03
1,190,.000000000000000,.000000000000000,-.5406027960846203E-03,.5406027960846203E-03
1,191,.000000000000000,.000000000000000,-.3846946888028623E-03,.3846946888028623E-03
1,192,.000000000000000,.000000000000000,-.3748423858095485E-03,.3748423858095485E-03
1,193,.000000000000000,.000000000000000,-.2710729217188279E-03,.2710729217188279E-03
1,194,.000000000000000,.000000000000000,-.1253761942633458E-03,.1253761942633458E-03
1,195,.000000000000000,.000000000000000,-.7997940800715462E-04,.7997940800715462E-04
1,196,.000000000000000,.000000000000000,-.7302345045568651E-04,.7302345045568651E-04
1,197,.000000000000000,.000000000000000,-.8093216001389003E-04,.8093216001389003E-04
1,198,.000000000000000,.000000000000000,-.7143128605626509E-04,.7143128605626509E-04
1,199,.000000000000000,.000000000000000,-.8345140494657734E-04,.8345140494657734E-04
1,200,.000000000000000,.000000000000000,-.1093229059353180E-03,.1093229059353180E-03
1,201,.000000000000000,.000000000000000,-.2004743898271359E-03,.2004743898271359E-03
1,202,.000000000000000,.000000000000000,-.2932235617857791E-03,.2932235617857791E-03
1,203,.000000000000000,.000000000000000,-.4234322489146566E-03,.4234322489146566E-03
1,204,.000000000000000,.000000000000000,-.4936246987338962E-03,.4936246987338962E-03
1,205,.000000000000000,.000000000000000,-.5932323018832896E-03,.5932323018832896E-03
1,206,.000000000000000,.000000000000000,-.7353765527202028E-03,.7353765527202028E-03
1,207,.000000000000000,.000000000000000,-.7934084508955677E-03,.7934084508955677E-03
1,208,.000000000000000,.000000000000000,-.8255295587515822E-03,.8255295587515822E-03
1,209,.000000000000000,.000000000000000,-.7734617169524664E-03,.7734617169524664E-03
1,210,.000000000000000,.000000000000000,-.1013163482061934E-02,.1013163482061934E-02
1,211,.000000000000000,.000000000000000,-.1284888155972256E-02,.1284888155972256E-02
1,212,.000000000000000,.000000000000000,-.1625405227079620E-02,.1625405227079620E-02
1,213,.000000000000000,.000000000000000,-.1618089497516039E-02,.1618089497516039E-02
1,214,.000000000000000,.000000000000000,-.1161293766839943E-02,.1161293766839943E-02
1,215,.000000000000000,.000000000000000,-.1362484725436336E-02,.1362484725436336E-02
1,216,.000000000000000,.000000000000000,-.1244392619712474E-02,.1244392619712474E-02
1,217,.000000000000000,.000000000000000,-.1009175145508096E-02,.1009175145508096E-02
1,218,.000000000000000,.000000000000000,-.6785858429644473E-03,.6785858429644473E-03
1,219,.000000000000000,.000000000000000,-.5797072246367426E-03,.5797072246367426E-03
1,220,.000000000000000,.000000000000000,-.5802486948469336E-03,.5802486948469336E-03
1,221,.000000000000000,.000000000000000,-.2720052888072657E-03,.2720052888072657E-03
