# global_node  layer_id  local_node  bias
785 2 1 3.9432521909475327e-02
786 2 2 -4.9962151795625687e-02
787 2 3 3.7348851561546326e-02
788 2 4 -5.3170216269791126e-03
789 2 5 -1.3649469241499901e-02
790 2 6 5.8668304234743118e-02
791 2 7 -8.2481436431407928e-02
792 2 8 8.2775168120861053e-02
793 2 9 1.3956591486930847e-02
794 2 10 2.2594368085265160e-02
795 2 11 5.2939575165510178e-02
796 2 12 3.5423517227172852e-02
797 2 13 -1.6625590622425079e-02
798 2 14 -6.7158646881580353e-02
799 2 15 8.2831293344497681e-02
800 2 16 6.1692096292972565e-02
801 2 17 -4.4892071746289730e-03
802 2 18 -1.1348433792591095e-02
803 2 19 6.6623747348785400e-02
804 2 20 -2.3486552760004997e-02
805 2 21 2.4712489917874336e-02
806 2 22 -1.3658401556313038e-02
807 2 23 1.1469704657793045e-01
808 2 24 1.4903750270605087e-02
809 2 25 2.7104597538709641e-02
810 2 26 9.1913398355245590e-03
811 2 27 4.0487397462129593e-02
812 2 28 8.0108866095542908e-02
813 2 29 4.0961015969514847e-02
814 2 30 1.0075715184211731e-01
815 2 31 -8.5142992436885834e-02
816 2 32 -9.8655596375465393e-03
817 2 33 -2.5925175286829472e-03
818 2 34 1.0427007824182510e-01
819 2 35 6.6251292824745178e-02
820 2 36 3.5414330661296844e-02
821 2 37 -2.1864306181669235e-03
822 2 38 8.4292694926261902e-02
823 2 39 7.6053768396377563e-02
824 2 40 1.9617922604084015e-02
825 2 41 7.2491704486310482e-03
826 2 42 5.8481466025114059e-02
827 2 43 1.8547132611274719e-02
828 2 44 6.2712314538657665e-03
829 2 45 -1.7458800226449966e-02
830 2 46 5.9713318943977356e-02
831 2 47 5.8910910040140152e-02
832 2 48 8.2976132631301880e-02
833 2 49 8.5397832095623016e-02
834 2 50 6.0662920586764812e-03
835 2 51 -8.2862209528684616e-03
836 2 52 -5.8659594506025314e-02
837 2 53 -1.4535935595631599e-02
838 2 54 3.8116004317998886e-02
839 2 55 -3.7810381501913071e-02
840 2 56 5.8341499418020248e-02
841 2 57 -2.8748339042067528e-02
842 2 58 -5.4830551147460938e-02
843 2 59 -1.4464866369962692e-02
844 2 60 4.3384049087762833e-02
845 2 61 7.2912909090518951e-02
846 2 62 -1.5461683273315430e-02
847 2 63 4.5173071324825287e-02
848 2 64 5.1448244601488113e-02
849 2 65 3.0233481898903847e-02
850 2 66 -5.7014045305550098e-03
851 2 67 -1.9403206184506416e-02
852 2 68 1.8120134249329567e-02
853 2 69 8.7545581161975861e-02
854 2 70 7.8876204788684845e-02
855 2 71 1.0136927478015423e-02
856 2 72 -5.9556450694799423e-02
857 2 73 6.6273972392082214e-02
858 2 74 1.0777194052934647e-01
859 2 75 1.2860009074211121e-01
860 2 76 3.6291051656007767e-02
861 2 77 2.5186410639435053e-03
862 2 78 3.6959849298000336e-02
863 2 79 -4.9305744469165802e-02
