# global_node  layer_id  local_node  bias
785 2 1 4.7718726098537445e-02
786 2 2 -1.4632402919232845e-02
787 2 3 6.5196803770959377e-03
788 2 4 2.3851236328482628e-03
789 2 5 -2.7108302339911461e-02
790 2 6 2.5456123054027557e-02
791 2 7 1.2677415274083614e-02
792 2 8 -1.9282722845673561e-02
793 2 9 6.5441266633570194e-03
794 2 10 2.6875963434576988e-02
795 2 11 2.0519725978374481e-02
796 2 12 1.8035928951576352e-03
797 2 13 -5.1753222942352295e-03
798 2 14 2.3823194205760956e-02
799 2 15 1.5087096951901913e-02
800 2 16 5.1493149250745773e-02
801 2 17 2.6632890105247498e-02
802 2 18 6.1723690479993820e-02
803 2 19 9.9410684779286385e-03
804 2 20 3.0466823372989893e-03
805 2 21 7.4637271463871002e-02
806 2 22 4.3104261159896851e-02
807 2 23 5.9652691707015038e-03
808 2 24 -4.8153359442949295e-02
809 2 25 -8.5408510640263557e-03
810 2 26 7.0915475487709045e-02
811 2 27 -4.4276218861341476e-02
812 2 28 5.9758305549621582e-02
813 2 29 -6.7146070301532745e-02
814 2 30 -1.0409002192318439e-02
815 2 31 2.3216785863041878e-02
816 2 32 -2.3203773424029350e-02
817 2 33 4.0274605154991150e-02
818 2 34 1.8288450315594673e-02
819 2 35 -1.8696209415793419e-02
820 2 36 -1.6631754115223885e-02
821 2 37 -5.7651080191135406e-02
822 2 38 -3.0798418447375298e-02
823 2 39 -6.1023168265819550e-02
824 2 40 5.9783011674880981e-03
825 2 41 -1.8817466916516423e-03
826 2 42 4.8344597220420837e-02
827 2 43 7.0594914257526398e-02
828 2 44 9.0128161013126373e-02
829 2 45 9.0958684682846069e-02
830 2 46 -1.2474672868847847e-02
831 2 47 1.8594168126583099e-02
832 2 48 -8.9761866256594658e-03
833 2 49 -6.9214170798659325e-03
834 2 50 4.5135065913200378e-02
835 2 51 -6.4911521971225739e-02
836 2 52 1.4346760697662830e-02
837 2 53 8.1535488367080688e-02
838 2 54 1.3927789404988289e-02
839 2 55 1.6114775091409683e-02
840 2 56 2.1271146833896637e-02
841 2 57 -6.9621102884411812e-03
