# global_node  layer_id  local_node  bias
785 2 1 9.6430234611034393e-02
786 2 2 2.8257111087441444e-02
787 2 3 1.6813879832625389e-02
788 2 4 6.5546773374080658e-02
789 2 5 1.2114498531445861e-03
790 2 6 -8.8804513216018677e-03
791 2 7 1.7550466582179070e-02
792 2 8 -1.3569181784987450e-02
793 2 9 4.0413744747638702e-02
794 2 10 5.0682280212640762e-02
795 2 11 7.1528158150613308e-03
796 2 12 3.4874338656663895e-02
797 2 13 -1.8571856198832393e-03
798 2 14 1.2642558664083481e-02
799 2 15 4.6963430941104889e-02
800 2 16 8.7411776185035706e-02
801 2 17 1.9558969885110855e-02
802 2 18 -2.7462182566523552e-02
803 2 19 -4.4463917613029480e-02
804 2 20 -7.0082500576972961e-02
805 2 21 5.7694792747497559e-02
806 2 22 2.6613097637891769e-02
807 2 23 6.3756860792636871e-02
808 2 24 -1.6408430412411690e-02
809 2 25 -5.6532751768827438e-03
810 2 26 3.8464725017547607e-02
811 2 27 9.5515046268701553e-03
812 2 28 4.0241044014692307e-02
813 2 29 -1.3300675898790359e-02
814 2 30 7.2387374937534332e-02
815 2 31 1.0982383973896503e-02
816 2 32 4.1955333203077316e-02
817 2 33 -4.3330587446689606e-02
818 2 34 -4.2274609208106995e-02
819 2 35 3.6179220769554377e-03
820 2 36 -1.5705779194831848e-02
821 2 37 -1.1900746263563633e-02
822 2 38 4.8074502497911453e-02
823 2 39 -9.6225105226039886e-03
824 2 40 1.4075446873903275e-02
825 2 41 -2.0339541137218475e-02
826 2 42 1.6396516934037209e-02
827 2 43 5.2354384213685989e-02
828 2 44 -2.7695486322045326e-02
829 2 45 1.0792173445224762e-01
830 2 46 5.9086296707391739e-02
831 2 47 -2.1881796419620514e-03
832 2 48 4.1208893060684204e-02
833 2 49 3.3127173781394958e-02
834 2 50 1.9160376861691475e-02
835 2 51 2.2759588435292244e-02
836 2 52 6.7952682729810476e-04
837 2 53 1.0188914090394974e-01
838 2 54 1.0472314804792404e-01
839 2 55 -3.6031417548656464e-02
840 2 56 -1.8925478681921959e-02
841 2 57 -3.5370369441807270e-03
842 2 58 -7.9384878277778625e-02
843 2 59 -4.4722836464643478e-02
844 2 60 -2.1743711084127426e-02
845 2 61 -3.5739179700613022e-02
846 2 62 4.3465424329042435e-02
847 2 63 1.5379821881651878e-02
848 2 64 -2.0764684304594994e-03
