shuffle_id,max_real_part,total_entropy,total_heat,total_work,total_internal
1,-5.009672278654762,15.37109921346679,-7.685549606733396,-7.685549606733145,-.2517985819849855E-12
2,-5.247917835018598,15.41757304007478,-7.708786520037388,-7.708786520037383,-.3969047313034935E-14
3,-3.272460522712208,15.54057688125654,-7.770288440628271,-7.770288440628123,-.1453281939234330E-12
4,-4.043444510491099,15.44158963568640,-7.720794817843200,-7.720794817843125,-.7722988915048745E-13
5,-4.431362601346336,15.44732662498831,-7.723663312494153,-7.723663312493918,-.2372269047867803E-12
6,-4.821037210320355,15.50859122854409,-7.754295614272046,-7.754295614272506,.4604372438876680E-12
7,-4.303950514149619,15.40527271581426,-7.702636357907130,-7.702636357907076,-.5342948306008566E-13
8,-5.726775639457628,15.38741316688902,-7.693706583444512,-7.693706583445151,.6379896611008462E-12
9,-6.317758953780867,15.39127588516805,-7.695637942584027,-7.695637942583757,-.2705335955255350E-12
10,-5.246500115317758,15.39532199376642,-7.697660996883212,-7.697660996882792,-.4203859482743155E-12
11,-3.908750282251276,15.48388761018489,-7.741943805092443,-7.741943805092792,.3495814748788462E-12
12,-.3517461580922827,15.60199710273478,-7.800998551367391,-7.800998551367625,.2333411242005923E-12
13,-7.580779395182617,15.29878804736839,-7.649394023684194,-7.649394023683924,-.2698813394985677E-12
14,-4.953230483049992,15.42244705557304,-7.711223527786520,-7.711223527786167,-.3529537773161451E-12
15,-5.102899171586614,15.40646950391728,-7.703234751958638,-7.703234751958454,-.1847688668732417E-12
16,-5.257671291474253,15.43568973448470,-7.717844867242349,-7.717844867242933,.5828115767769759E-12
17,-4.367583489511162,15.55631359288873,-7.778156796444365,-7.778156796444650,.2861183512337107E-12
18,-5.871338214492425,15.28372260537575,-7.641861302687875,-7.641861302687901,.2611799665430681E-13
19,-7.198647496872582,15.33849097191271,-7.669245485956354,-7.669245485956360,.5440092820663267E-14
20,-5.441894772462547,15.34699217186627,-7.673496085933137,-7.673496085933307,.1708355679141960E-12
21,-7.782969845630078,15.30514865706451,-7.652574328532253,-7.652574328532214,-.3945455073761650E-13
22,-5.156327125761891,15.37587833712528,-7.687939168562640,-7.687939168563017,.3776978729774783E-12
23,-5.631727432948537,15.52578565435532,-7.762892827177660,-7.762892827177581,-.7630007736736388E-13
24,-5.980109794996679,15.34248351646420,-7.671241758232102,-7.671241758232475,.3736733145132121E-12
25,-1.105305139208212,15.52374007592655,-7.761870037963273,-7.761870037963182,-.8970602038971265E-13
26,-5.583923576399684,15.42702023147619,-7.713510115738096,-7.713510115738009,-.8720801858430605E-13
27,-6.165397953242064,15.44113168986291,-7.720565844931455,-7.720565844931008,-.4474892678629772E-12
28,-8.207584095347556,15.27972816991821,-7.639864084959104,-7.639864084958814,-.2906563878468660E-12
29,-6.506655115052126,15.40421469341381,-7.702107346706906,-7.702107346706945,.4005129561335252E-13
30,-3.774870205437765,15.34503988853540,-7.672519944267701,-7.672519944267453,-.2480515792768756E-12
31,-3.983140663476661,15.38206025971522,-7.691030129857609,-7.691030129857540,-.6641909244819999E-13
32,-6.275121824350208,15.34486228067300,-7.672431140336498,-7.672431140336496,-.2081668171172169E-14
33,-4.792422955157235,15.33583790546496,-7.667918952732480,-7.667918952732406,-.7308043059595093E-13
34,-4.343858140171506,15.54819622587221,-7.774098112936105,-7.774098112935802,-.3048533647742602E-12
35,-7.622477317578159,15.32448524323197,-7.662242621615986,-7.662242621616053,.6586398093588741E-13
36,-5.984734129800927,15.44968739218106,-7.724843696090532,-7.724843696090358,-.1724731468755181E-12
37,-7.370548717211932,15.34009528403747,-7.670047642018735,-7.670047642019642,.9087175456556906E-12
38,-3.432929921342293,15.63434503944811,-7.817172519724053,-7.817172519723289,-.7637224186396452E-12
39,-5.886045630206354,15.36773397879855,-7.683866989399277,-7.683866989399122,-.1554451012353297E-12
40,-3.259270351263694,15.55583635961050,-7.777918179805248,-7.777918179805327,.7768785614814533E-13
41,-2.352581158746034,15.45237190993710,-7.726185954968551,-7.726185954968677,.1252054016021020E-12
42,-5.648256304906681,15.33431613331163,-7.667158066655817,-7.667158066655447,-.3676225990290050E-12
43,-4.232463559135795,15.40305884620216,-7.701529423101082,-7.701529423101475,.3936712067442727E-12
44,-6.307656391407363,15.41138097399790,-7.705690486998952,-7.705690486998821,-.1317279618717748E-12
45,-3.262298588990234,15.43798355233066,-7.718991776165328,-7.718991776165177,-.1530442439445778E-12
46,-6.927463785585132,15.34714762789186,-7.673573813945929,-7.673573813945367,-.5630218513630325E-12
47,-5.725347102270462,15.41975545458595,-7.709877727292977,-7.709877727293255,.2761263440120842E-12
48,-3.226460880250670,15.52079065903288,-7.760395329516442,-7.760395329516804,.3618771948765698E-12
49,-4.253651637234725,15.46080219293637,-7.730401096468186,-7.730401096468279,.9120482147295661E-13
50,-7.620795999420807,15.33039435367440,-7.665197176837201,-7.665197176837048,-.1523919879176105E-12
51,-5.293295850715367,15.44833626019050,-7.724168130095252,-7.724168130095503,.2500499807212009E-12
52,-4.441335286916001,15.52360850132899,-7.761804250664496,-7.761804250664174,-.3231581668927674E-12
53,-5.183349950384581,15.41721276626740,-7.708606383133698,-7.708606383134009,.3108624468950438E-12
54,-4.857564245001413,15.40671502188521,-7.703357510942606,-7.703357510942729,.1205147093230607E-12
55,-5.038741767639294,15.46082630445104,-7.730413152225522,-7.730413152225478,-.4352074256530614E-13
56,-6.878776862053201,15.32632973818422,-7.663164869092109,-7.663164869091308,-.8026912468039882E-12
57,-6.683534966316074,15.32811901516768,-7.664059507583838,-7.664059507583022,-.8163747455824932E-12
58,-5.918813667434733,15.40605029745207,-7.703025148726036,-7.703025148725799,-.2355060590986113E-12
59,-5.717561818193644,15.36273741966467,-7.681368709832335,-7.681368709832385,.4776734563449736E-13
60,-1.313423723215237,15.50751258443944,-7.753756292219720,-7.753756292219744,.2522981823460668E-13
61,-3.888069607783109,15.45420465269500,-7.727102326347498,-7.727102326347627,.1280919814661274E-12
62,-5.168357414659113,15.37970238523645,-7.689851192618226,-7.689851192618340,.1131317262093035E-12
63,-4.907806068833452,15.36841699843031,-7.684208499215153,-7.684208499215107,-.4443667656062189E-13
64,-5.700449013500474,15.41986980274368,-7.709934901371839,-7.709934901371974,.1371125435412068E-12
65,-4.255614163004793,15.44494371209909,-7.722471856049546,-7.722471856049054,-.4945210907436604E-12
